,rowid,pollid,pollster,location,startdate,enddate,samplesize,sampletype,methodology,candidate,percent
1473,1533,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Castro,0.0
1474,1534,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Messam,0.0
1475,1535,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Gravel,0.0
1476,1536,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Swalwell,0.0
1477,1537,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Ryan,0.0
1478,1538,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Delaney,0.0
1479,1539,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Biden,19.0
1480,1540,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Clinton,18.0
1481,1541,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Warren,13.0
1482,1542,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Sanders,12.0
1483,1543,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Kerry,8.0
1484,1544,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Bloomberg,6.0
1485,1545,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Harris,3.0
1486,1546,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Booker,3.0
1487,1547,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Buttigieg,2.0
1488,1548,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,O'Rourke,2.0
1489,1549,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Yang,2.0
1490,1550,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Steyer,1.0
1491,1551,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Klobuchar,1.0
1492,1552,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Gabbard,0.0
1493,1553,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Williamson,0.0
1494,1554,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Messam,0.0
1495,1555,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Gravel,0.0
1496,1556,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Castro,0.0
1497,1557,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Swalwell,0.0
1498,1558,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Delaney,0.0
1499,1559,62533,Harris Insights & Analytics,,10/29/19,10/31/19,640,rv,Online,Gillibrand,0.0
1500,1560,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Biden,27.5
1501,1561,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Warren,26.6
1502,1562,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Sanders,12.3
1503,1563,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Harris,4.8
1504,1564,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Buttigieg,8.1
1505,1565,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,O'Rourke,1.4
1506,1566,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Booker,3.1
1507,1567,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Gabbard,2.1
1508,1568,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Yang,1.8
1509,1569,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Bennet,0.5
1510,1570,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Castro,0.8
1511,1571,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Klobuchar,1.6
1512,1572,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Steyer,0.5
1513,1573,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Williamson,0.1
1514,1574,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Bullock,0.0
1515,1575,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Delaney,0.0
1516,1576,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Sestak,0.4
1517,1577,62623,YouGov,,10/25/19,10/31/19,541,lv,Online,Messam,0.3
1518,1578,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Biden,29.0
1519,1579,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Warren,23.0
1520,1580,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Sanders,13.0
1521,1581,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Buttigieg,7.0
1522,1582,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Klobuchar,3.0
1523,1583,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Yang,3.0
1524,1584,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Harris,2.0
1525,1585,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Steyer,1.0
1526,1586,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Booker,1.0
1527,1587,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Williamson,1.0
1528,1588,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Castro,1.0
1529,1589,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,O'Rourke,1.0
1530,1590,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Gabbard,0.0
1531,1591,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Delaney,0.0
1532,1592,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Bullock,0.0
1533,1593,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Bennet,0.0
1534,1594,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Messam,0.0
1535,1595,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Ryan,0.0
1536,1596,62532,IBD/TIPP,,10/24/19,10/31/19,361,rv,Live Phone,Sestak,0.0
1537,1597,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Biden,27.0
1538,1598,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Warren,21.0
1539,1599,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Sanders,19.0
1540,1600,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Buttigieg,7.0
1541,1601,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Booker,2.0
1542,1602,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Castro,2.0
1543,1603,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Gabbard,2.0
1544,1604,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Harris,2.0
1545,1605,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Yang,2.0
1546,1606,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Bennet,1.0
1547,1607,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Delaney,1.0
1548,1608,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Klobuchar,1.0
1549,1609,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,O'Rourke,1.0
1550,1610,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Steyer,1.0
1551,1611,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Bullock,0.0
1552,1612,62527,ABC News/Washington Post,,10/27/19,10/30/19,452,a,Live Phone,Williamson,0.0
1553,1613,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Biden,28.0
1554,1614,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Warren,23.0
1555,1615,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Sanders,17.0
1556,1616,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Buttigieg,9.0
1557,1617,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Booker,2.0
1558,1618,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Castro,1.0
1559,1619,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Gabbard,2.0
1560,1620,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Harris,2.0
1561,1621,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Yang,2.0
1562,1622,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Bennet,1.0
1563,1623,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Delaney,1.0
1564,1624,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Klobuchar,2.0
1565,1625,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,O'Rourke,1.0
1566,1626,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Steyer,1.0
1567,1627,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Bullock,0.0
1568,1628,62527,ABC News/Washington Post,,10/27/19,10/30/19,402,rv,Live Phone,Williamson,0.0
1569,1629,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Biden,31.0
1570,1630,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Warren,21.0
1571,1631,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Sanders,19.0
1572,1632,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Buttigieg,7.0
1573,1633,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Harris,3.0
1574,1634,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Yang,3.0
1575,1635,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Booker,2.0
1576,1636,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Gabbard,2.0
1577,1637,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Klobuchar,2.0
1578,1638,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,O'Rourke,2.0
1579,1639,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Steyer,1.0
1580,1640,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Bennet,0.0
1581,1641,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Bullock,0.0
1582,1642,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Castro,0.0
1583,1643,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Delaney,0.0
1584,1644,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Messam,0.0
1585,1645,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Sestak,0.0
1586,1646,62536,Fox News/Beacon Research/Shaw & Co. Research,,10/27/19,10/30/19,471,lv,Live Phone,Williamson,0.0
1587,1647,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Biden,27.0
1588,1648,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Warren,23.0
1589,1649,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Sanders,19.0
1590,1650,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Buttigieg,6.0
1591,1651,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Klobuchar,5.0
1592,1652,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Harris,4.0
1593,1653,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Yang,3.0
1594,1654,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Booker,2.0
1595,1655,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Gabbard,2.0
1596,1656,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,O'Rourke,1.0
1597,1657,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Castro,1.0
1598,1658,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Bennet,1.0
1599,1659,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Williamson,0.0
1600,1660,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Bullock,0.0
1601,1661,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Steyer,0.0
1602,1662,62537,NBC News/Wall Street Journal,,10/27/19,10/30/19,414,lv,Live Phone,Delaney,0.0
1603,1663,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Warren,22.0
1604,1664,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Sanders,19.0
1605,1665,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Buttigieg,18.0
1606,1666,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Biden,17.0
1607,1667,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Klobuchar,4.0
1608,1668,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Harris,3.0
1609,1669,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Yang,3.0
1610,1670,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Booker,2.0
1611,1671,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Gabbard,2.0
1612,1672,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Steyer,2.0
1613,1673,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,O'Rourke,1.0
1614,1674,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Castro,0.0
1615,1675,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Bennet,0.0
1616,1676,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Bullock,0.0
1617,1677,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Messam,0.0
1618,1678,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Delaney,1.0
1619,1679,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Sestak,0.0
1620,1680,62530,Siena College/New York Times Upshot,Iowa,10/25/19,10/30/19,439,lv,Live Phone,Williamson,0.0
1621,1685,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Biden,27.0
1622,1686,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Warren,23.0
1623,1687,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Sanders,14.0
1624,1688,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Buttigieg,8.0
1625,1689,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Harris,4.0
1626,1690,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,O'Rourke,4.0
1627,1691,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Yang,3.0
1628,1692,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Gabbard,2.0
1629,1693,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Klobuchar,2.0
1630,1694,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Castro,1.0
1631,1695,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Booker,1.0
1632,1696,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Steyer,1.0
1633,1697,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Bennet,1.0
1634,1698,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Delaney,1.0
1635,1699,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Bullock,0.0
1636,1700,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Sestak,0.0
1637,1701,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Williamson,0.0
1638,1702,62515,YouGov,,10/27/19,10/29/19,630,lv,Online,Messam,0.0
1639,1707,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,O'Rourke,1.7
1640,1708,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Biden,27.9
1641,1709,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Sanders,20.9
1642,1710,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Warren,21.3
1643,1711,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Buttigieg,11.9
1644,1712,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Harris,3.8
1645,1713,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Yang,5.1
1646,1714,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Klobuchar,1.8
1647,1715,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Gabbard,2.3
1648,1716,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Steyer,0.1
1649,1717,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Bullock,0.2
1650,1718,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Sestak,0.9
1651,1719,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Bennet,0.4
1652,1720,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Booker,0.0
1653,1721,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Castro,0.0
1654,1722,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Delaney,0.0
1655,1723,62508,Emerson College,Arizona,10/25/19,10/28/19,339,lv,IVR/Online,Williamson,0.0
1656,1724,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Biden,27.3
1657,1725,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Sanders,19.0
1658,1726,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Warren,15.1
1659,1727,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Buttigieg,5.4
1660,1728,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Harris,3.7
1661,1729,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Klobuchar,2.4
1662,1730,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Yang,3.7
1663,1731,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,O'Rourke,2.9
1664,1732,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Booker,2.8
1665,1733,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Castro,2.2
1666,1734,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Williamson,1.9
1667,1735,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Bullock,1.5
1668,1736,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Steyer,1.9
1669,1737,62683,Swayable,,10/26/19,10/27/19,4358,a,Online,Gabbard,2.1
1670,1738,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Biden,29.3
1671,1739,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Warren,19.4
1672,1740,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Sanders,16.5
1673,1741,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Buttigieg,5.8
1674,1742,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Harris,4.1
1675,1743,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Klobuchar,1.6
1676,1744,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Yang,2.6
1677,1745,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,O'Rourke,2.7
1678,1746,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Booker,2.8
1679,1747,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Delaney,1.4
1680,1748,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Castro,2.4
1681,1749,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Williamson,1.6
1682,1750,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Bennet,1.1
1683,1751,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Bullock,1.1
1684,1752,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Steyer,1.4
1685,1753,62683,Swayable,,10/26/19,10/27/19,2172,lv,Online,Gabbard,1.5
1686,1754,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Biden,32.0
1687,1755,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Sanders,20.0
1688,1756,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Warren,20.0
1689,1757,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Buttigieg,7.0
1690,1758,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Harris,6.0
1691,1759,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Yang,3.0
1692,1760,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Booker,2.0
1693,1761,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Gabbard,2.0
1694,1762,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Klobuchar,2.0
1695,1763,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,O'Rourke,2.0
1696,1764,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Bennet,1.0
1697,1765,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Castro,1.0
1698,1766,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Delaney,1.0
1699,1767,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Steyer,1.0
1700,1768,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Williamson,1.0
1701,1769,62503,Morning Consult,,10/21/19,10/27/19,15431,lv,Online,Bullock,0.0
1702,1774,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Sanders,21.0
1703,1775,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Warren,18.0
1704,1776,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Biden,15.0
1705,1777,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Buttigieg,10.0
1706,1778,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Yang,5.0
1707,1779,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Klobuchar,5.0
1708,1780,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Gabbard,5.0
1709,1781,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Steyer,3.0
1710,1782,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Harris,3.0
1711,1783,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Booker,2.0
1712,1784,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,O'Rourke,2.0
1713,1785,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Sestak,1.0
1714,1786,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Bennet,0.0
1715,1787,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Delaney,0.0
1716,1788,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Castro,0.0
1717,1789,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Bullock,0.0
1718,1790,62509,University of New Hampshire,New Hampshire,10/21/19,10/27/19,574,lv,Live Phone,Williamson,0.0
1719,1791,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Biden,30.0
1720,1792,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Warren,18.0
1721,1793,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Sanders,12.0
1722,1794,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Buttigieg,8.0
1723,1795,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Gabbard,2.0
1724,1796,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Klobuchar,2.0
1725,1797,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Bennet,2.0
1726,1798,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Harris,1.0
1727,1799,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Booker,1.0
1728,1800,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Yang,1.0
1729,1801,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,O'Rourke,0.0
1730,1802,62520,Franklin & Marshall College,Pennsylvania,10/21/19,10/27/19,226,rv,Live Phone,Bullock,0.0
1731,1803,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Biden,23.0
1732,1804,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Warren,18.0
1733,1805,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,O'Rourke,14.0
1734,1806,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Sanders,12.0
1735,1807,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Buttigieg,6.0
1736,1808,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Harris,5.0
1737,1809,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Yang,4.0
1738,1810,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Castro,2.0
1739,1811,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Gabbard,2.0
1740,1812,62541,YouGov,Texas,10/18/19,10/27/19,541,lv,Online,Klobuchar,2.0
